team_id,nfl_season,nfl_week,games_played,wins,losses,ties,win_pct,point_diff_per_game,offensive_epa_per_play,aggregated_at
LAC,2025,1,17,11,6,0,0.6471,4.5469,0.0303,2026-05-05T14:41:02Z
LAR,2025,1,17,0,17,0,0.0000,-11.9531,-0.0797,2026-05-05T14:41:02Z
LV,2025,1,17,3,14,0,0.1765,-7.4531,-0.0497,2026-05-05T14:41:02Z
MIA,2025,1,17,7,10,0,0.4118,-1.4531,-0.0097,2026-05-05T14:41:02Z
MIN,2025,1,17,9,8,0,0.5294,1.5469,0.0103,2026-05-05T14:41:02Z
NE,2025,1,17,14,3,0,0.8235,9.0469,0.0603,2026-05-05T14:41:02Z
NO,2025,1,17,6,11,0,0.3529,-2.9531,-0.0197,2026-05-05T14:41:02Z
NYG,2025,1,17,4,13,0,0.2353,-5.9531,-0.0397,2026-05-05T14:41:02Z
NYJ,2025,1,17,3,14,0,0.1765,-7.4531,-0.0497,2026-05-05T14:41:02Z
PHI,2025,1,17,10,7,0,0.5882,3.0469,0.0203,2026-05-05T14:41:02Z
PIT,2025,1,17,10,7,0,0.5882,3.0469,0.0203,2026-05-05T14:41:02Z
SEA,2025,1,17,13,4,0,0.7647,7.5469,0.0503,2026-05-05T14:41:02Z
SF,2025,1,17,11,6,0,0.6471,4.5469,0.0303,2026-05-05T14:41:02Z
TB,2025,1,17,8,9,0,0.4706,0.0469,0.0003,2026-05-05T14:41:02Z
TEN,2025,1,17,3,14,0,0.1765,-7.4531,-0.0497,2026-05-05T14:41:02Z
WAS,2025,1,17,5,12,0,0.2941,-4.4531,-0.0297,2026-05-05T14:41:02Z
ARI,2026,1,17,4,13,0,0.2647,-6.1875,-0.0413,2026-05-05T14:41:03Z
ATL,2026,1,17,8,9,0,0.4412,-1.6875,-0.0112,2026-05-05T14:41:03Z
BAL,2026,1,17,12,5,0,0.6765,4.3125,0.0288,2026-05-05T14:41:03Z
BUF,2026,1,17,10,7,0,0.6176,2.8125,0.0187,2026-05-05T14:41:03Z
CAR,2026,1,17,8,9,0,0.4412,-1.6875,-0.0112,2026-05-05T14:41:03Z
CHI,2026,1,17,10,7,0,0.5588,1.3125,0.0088,2026-05-05T14:41:03Z
CIN,2026,1,17,10,7,0,0.5588,1.3125,0.0088,2026-05-05T14:41:03Z
CLE,2026,1,17,6,11,0,0.3824,-3.1875,-0.0213,2026-05-05T14:41:03Z
DAL,2026,1,17,8,9,0,0.5000,-0.1875,-0.0013,2026-05-05T14:41:03Z
DEN,2026,1,17,10,7,0,0.5588,1.3125,0.0088,2026-05-05T14:41:03Z
DET,2026,1,17,10,7,0,0.6176,2.8125,0.0187,2026-05-05T14:41:03Z
GB,2026,1,17,10,7,0,0.6176,2.8125,0.0187,2026-05-05T14:41:03Z
HOU,2026,1,17,10,7,0,0.5588,1.3125,0.0088,2026-05-05T14:41:03Z
IND,2026,1,17,8,9,0,0.4412,-1.6875,-0.0112,2026-05-05T14:41:03Z
JAX,2026,1,17,10,7,0,0.5588,1.3125,0.0088,2026-05-05T14:41:03Z
KC,2026,1,17,10,7,0,0.6176,2.8125,0.0187,2026-05-05T14:41:03Z
LAC,2026,1,17,10,7,0,0.6176,2.8125,0.0187,2026-05-05T14:41:03Z
LAR,2026,1,17,12,5,0,0.6765,4.3125,0.0288,2026-05-05T14:41:03Z
LV,2026,1,17,6,11,0,0.3235,-4.6875,-0.0312,2026-05-05T14:41:03Z
MIA,2026,1,17,4,13,0,0.2647,-6.1875,-0.0413,2026-05-05T14:41:03Z
MIN,2026,1,17,8,9,0,0.5000,-0.1875,-0.0013,2026-05-05T14:41:03Z
NE,2026,1,17,10,7,0,0.5588,1.3125,0.0088,2026-05-05T14:41:03Z
NO,2026,1,17,8,9,0,0.4412,-1.6875,-0.0112,2026-05-05T14:41:03Z
NYG,2026,1,17,8,9,0,0.4412,-1.6875,-0.0112,2026-05-05T14:41:03Z
NYJ,2026,1,17,6,11,0,0.3235,-4.6875,-0.0312,2026-05-05T14:41:03Z
PHI,2026,1,17,10,7,0,0.6176,2.8125,0.0187,2026-05-05T14:41:03Z
PIT,2026,1,17,8,9,0,0.5000,-0.1875,-0.0013,2026-05-05T14:41:03Z
SEA,2026,1,17,10,7,0,0.6176,2.8125,0.0187,2026-05-05T14:41:03Z
SF,2026,1,17,10,7,0,0.6176,2.8125,0.0187,2026-05-05T14:41:03Z
TB,2026,1,17,8,9,0,0.5000,-0.1875,-0.0013,2026-05-05T14:41:03Z
TEN,2026,1,17,6,11,0,0.3824,-3.1875,-0.0213,2026-05-05T14:41:03Z
WAS,2026,1,17,8,9,0,0.4412,-1.6875,-0.0112,2026-05-05T14:41:03Z
