team_id,nfl_season,nfl_week,games_played,wins,losses,ties,win_pct,point_diff_per_game,offensive_epa_per_play,aggregated_at
NO,2025,1,17,6,11,0,0.3529,-2.9531,-0.0197,2026-04-24T18:27:23Z
NYG,2025,1,17,4,13,0,0.2353,-5.9531,-0.0397,2026-04-24T18:27:23Z
NYJ,2025,1,17,3,14,0,0.1765,-7.4531,-0.0497,2026-04-24T18:27:23Z
PHI,2025,1,17,10,7,0,0.5882,3.0469,0.0203,2026-04-24T18:27:23Z
PIT,2025,1,17,10,7,0,0.5882,3.0469,0.0203,2026-04-24T18:27:23Z
SEA,2025,1,17,13,4,0,0.7647,7.5469,0.0503,2026-04-24T18:27:23Z
SF,2025,1,17,11,6,0,0.6471,4.5469,0.0303,2026-04-24T18:27:23Z
TB,2025,1,17,8,9,0,0.4706,0.0469,0.0003,2026-04-24T18:27:23Z
TEN,2025,1,17,3,14,0,0.1765,-7.4531,-0.0497,2026-04-24T18:27:23Z
WAS,2025,1,17,5,12,0,0.2941,-4.4531,-0.0297,2026-04-24T18:27:23Z
