team_id,nfl_season,nfl_week,roster_churn_rate,inbound_move_count,outbound_move_count,offense_skill_value_delta,offense_line_value_delta,defense_front_value_delta,defense_second_level_value_delta,defense_secondary_value_delta,special_teams_value_delta,other_value_delta,position_value_delta,schedule_strength_index,feature_version,generated_at
GB,2022,1,0.056604,3,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9907,3.9907,-0.1181,0.4.0-offseason,2026-04-24T18:27:22Z
HOU,2022,1,0.094340,5,0,0.0000,0.0000,0.0000,2.1000,0.0000,0.0000,4.0303,6.1303,-0.5591,0.4.0-offseason,2026-04-24T18:27:22Z
IND,2022,1,0.094340,5,0,5.6000,0.0000,1.0000,0.0000,0.0000,0.0000,1.4347,8.0347,-0.4331,0.4.0-offseason,2026-04-24T18:27:22Z
JAX,2022,1,0.075472,4,0,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8397,6.3397,0.1339,0.4.0-offseason,2026-04-24T18:27:22Z
KC,2022,1,0.094340,5,0,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7812,6.2812,0.6378,0.4.0-offseason,2026-04-24T18:27:22Z
LAC,2022,1,0.018868,1,0,0.0000,0.0000,0.0000,2.1000,0.0000,0.0000,0.0919,2.1919,0.1339,0.4.0-offseason,2026-04-24T18:27:22Z
LAR,2022,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5719,0.5719,-1.0000,0.4.0-offseason,2026-04-24T18:27:22Z
LV,2022,1,0.207547,11,0,6.5000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0549,16.5549,-0.2441,0.4.0-offseason,2026-04-24T18:27:22Z
MIA,2022,1,0.056604,3,0,4.1000,0.0000,0.0000,2.1000,0.0000,0.0000,1.0454,7.2454,0.1339,0.4.0-offseason,2026-04-24T18:27:22Z
MIN,2022,1,0.188679,10,0,8.3000,0.0000,1.0000,0.0000,0.0000,0.0000,5.8540,15.1540,0.6378,0.4.0-offseason,2026-04-24T18:27:22Z
NE,2022,1,0.075472,4,0,2.5000,0.0000,0.0000,2.1000,0.0000,0.0000,1.3737,5.9737,0.0079,0.4.0-offseason,2026-04-24T18:27:22Z
NO,2022,1,0.056604,3,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7160,2.7160,-0.2441,0.4.0-offseason,2026-04-24T18:27:22Z
NYG,2022,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4114,-0.4114,0.1969,0.4.0-offseason,2026-04-24T18:27:22Z
NYJ,2022,1,0.037736,2,0,1.6000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0703,2.6703,-0.1181,0.4.0-offseason,2026-04-24T18:27:22Z
PHI,2022,1,0.169811,9,0,2.5000,0.0000,0.0000,2.1000,0.0000,0.0000,6.9680,11.5680,0.7638,0.4.0-offseason,2026-04-24T18:27:22Z
PIT,2022,1,0.056604,3,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7221,2.7221,0.1339,0.4.0-offseason,2026-04-24T18:27:22Z
SEA,2022,1,0.132075,7,0,7.6000,0.0000,1.0000,0.0000,0.0000,0.0000,2.7839,11.3839,-0.1181,0.4.0-offseason,2026-04-24T18:27:22Z
SF,2022,1,0.018868,1,0,1.6000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5678,1.0322,0.3858,0.4.0-offseason,2026-04-24T18:27:22Z
TB,2022,1,0.094340,5,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1402,5.1402,-0.1181,0.4.0-offseason,2026-04-24T18:27:22Z
TEN,2022,1,0.113208,6,0,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9729,7.4729,-0.1181,0.4.0-offseason,2026-04-24T18:27:22Z
WAS,2022,1,0.075472,4,0,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3354,6.3354,0.0709,0.4.0-offseason,2026-04-24T18:27:22Z
ARI,2023,1,0.037736,1,1,0.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1806,0.8806,-0.7778,0.4.0-offseason,2026-04-24T18:27:22Z
ATL,2023,1,0.056604,2,1,0.0000,0.0000,2.3000,0.0000,0.0000,0.0000,-0.1013,2.1987,-0.1852,0.4.0-offseason,2026-04-24T18:27:22Z
BAL,2023,1,0.037736,1,1,-2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7446,-0.7554,0.5556,0.4.0-offseason,2026-04-24T18:27:22Z
BUF,2023,1,0.037736,1,1,-2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0397,-1.4603,0.7037,0.4.0-offseason,2026-04-24T18:27:22Z
CAR,2023,1,0.056604,2,1,0.0000,0.0000,0.0000,2.1000,0.0000,0.0000,-0.3833,1.7167,-0.6296,0.4.0-offseason,2026-04-24T18:27:22Z
CHI,2023,1,0.037736,1,1,0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4495,2.3495,-0.3333,0.4.0-offseason,2026-04-24T18:27:22Z
CIN,2023,1,0.056604,2,1,0.0000,0.0000,0.0000,0.0000,2.7000,0.0000,-0.5243,2.1757,0.5556,0.4.0-offseason,2026-04-24T18:27:22Z
CLE,2023,1,0.037736,1,1,-1.6000,0.0000,3.0000,0.0000,0.0000,0.0000,0.3216,1.7216,0.2593,0.4.0-offseason,2026-04-24T18:27:22Z
DAL,2023,1,0.056604,2,1,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,-0.2423,2.7577,0.5556,0.4.0-offseason,2026-04-24T18:27:22Z
DEN,2023,1,0.037736,1,1,1.6000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5374,1.0626,-0.4815,0.4.0-offseason,2026-04-24T18:27:22Z
DET,2023,1,0.056604,2,1,0.0000,0.0000,0.0000,0.0000,2.7000,0.0000,1.1675,3.8675,0.2593,0.4.0-offseason,2026-04-24T18:27:22Z
GB,2023,1,0.037736,1,1,-2.5000,0.0000,0.0000,2.1000,0.0000,0.0000,-0.3833,-0.7833,0.1111,0.4.0-offseason,2026-04-24T18:27:22Z
HOU,2023,1,0.056604,2,1,0.0000,0.0000,0.0000,0.0000,2.2000,0.0000,-0.1013,2.0987,-0.0370,0.4.0-offseason,2026-04-24T18:27:22Z
IND,2023,1,0.037736,1,1,0.0000,0.0000,0.0000,2.1000,-2.7000,0.0000,-0.3833,-0.9833,-0.1852,0.4.0-offseason,2026-04-24T18:27:22Z
JAX,2023,1,0.056604,2,1,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0397,2.5397,0.1111,0.4.0-offseason,2026-04-24T18:27:22Z
KC,2023,1,0.037736,1,1,0.0000,0.0000,0.0000,0.0000,2.7000,0.0000,-1.6653,1.0347,1.0000,0.4.0-offseason,2026-04-24T18:27:22Z
LAC,2023,1,0.037736,1,1,0.0000,0.0000,-2.3000,2.1000,0.0000,0.0000,-0.2423,-0.4423,-0.3333,0.4.0-offseason,2026-04-24T18:27:22Z
LAR,2023,1,0.056604,2,1,0.0000,0.0000,0.0000,0.0000,2.2000,0.0000,-0.3833,1.8167,-0.0370,0.4.0-offseason,2026-04-24T18:27:22Z
LV,2023,1,0.056604,2,1,0.0000,0.0000,0.0000,0.0000,2.7000,0.0000,0.3216,3.0216,-0.4815,0.4.0-offseason,2026-04-24T18:27:22Z
MIA,2023,1,0.037736,1,1,2.5000,0.0000,0.0000,-2.1000,0.0000,0.0000,0.6036,1.0036,0.2593,0.4.0-offseason,2026-04-24T18:27:22Z
MIN,2023,1,0.056604,2,1,0.0000,0.0000,0.0000,0.0000,2.2000,0.0000,-0.2423,1.9577,-0.1852,0.4.0-offseason,2026-04-24T18:27:22Z
NE,2023,1,0.037736,1,1,-0.9000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5243,-1.4243,-0.4815,0.4.0-offseason,2026-04-24T18:27:22Z
NO,2023,1,0.056604,2,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8987,0.8987,-0.1852,0.4.0-offseason,2026-04-24T18:27:22Z
NYG,2023,1,0.037736,1,1,-1.6000,0.0000,0.0000,0.0000,2.7000,0.0000,0.1806,1.2806,-0.4815,0.4.0-offseason,2026-04-24T18:27:22Z
NYJ,2023,1,0.056604,2,1,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.4626,3.4626,0.1111,0.4.0-offseason,2026-04-24T18:27:22Z
PHI,2023,1,0.037736,1,1,0.0000,0.0000,0.0000,0.0000,2.2000,0.0000,-1.3833,0.8167,0.5556,0.4.0-offseason,2026-04-24T18:27:22Z
PIT,2023,1,0.056604,2,1,0.0000,0.0000,0.0000,2.1000,0.0000,0.0000,-0.6653,1.4347,0.1111,0.4.0-offseason,2026-04-24T18:27:22Z
SEA,2023,1,0.037736,1,1,2.5000,0.0000,0.0000,0.0000,-2.7000,0.0000,0.3216,0.1216,0.1111,0.4.0-offseason,2026-04-24T18:27:22Z
SF,2023,1,0.056604,2,1,0.0000,0.0000,2.3000,0.0000,0.0000,0.0000,-0.1013,2.1987,0.8519,0.4.0-offseason,2026-04-24T18:27:22Z
TB,2023,1,0.037736,1,1,-2.5000,0.0000,0.0000,0.0000,2.7000,0.0000,-0.3833,-0.1833,-0.3333,0.4.0-offseason,2026-04-24T18:27:22Z
TEN,2023,1,0.056604,2,1,1.6000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5243,1.0757,-0.3333,0.4.0-offseason,2026-04-24T18:27:22Z
WAS,2023,1,0.037736,1,1,0.0000,0.0000,3.0000,0.0000,-2.2000,0.0000,0.0397,0.8397,-0.6296,0.4.0-offseason,2026-04-24T18:27:22Z
ARI,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1806,0.1806,-0.9823,0.4.0-offseason,2026-04-24T18:27:23Z
ATL,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1013,-0.1013,-0.2743,0.4.0-offseason,2026-04-24T18:27:23Z
BAL,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7446,0.7446,0.5752,0.4.0-offseason,2026-04-24T18:27:23Z
BUF,2024,1,0.056604,3,0,0.0000,1.9000,4.6000,0.0000,0.0000,0.0000,0.0397,6.5397,0.7168,0.4.0-offseason,2026-04-24T18:27:23Z
CAR,2024,1,0.075472,4,0,1.6000,0.0000,3.0000,0.0000,4.4000,0.0000,-0.3833,8.6167,-0.6991,0.4.0-offseason,2026-04-24T18:27:23Z
CHI,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4495,1.4495,-0.2743,0.4.0-offseason,2026-04-24T18:27:23Z
CIN,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5243,-0.5243,0.5752,0.4.0-offseason,2026-04-24T18:27:23Z
CLE,2024,1,0.056604,3,0,1.6000,0.0000,0.0000,0.0000,2.2000,0.7000,0.3216,4.8216,0.2920,0.4.0-offseason,2026-04-24T18:27:23Z
DAL,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2423,-0.2423,0.4336,0.4.0-offseason,2026-04-24T18:27:23Z
DEN,2024,1,0.018868,1,0,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4626,2.9626,-0.4159,0.4.0-offseason,2026-04-24T18:27:23Z
DET,2024,1,0.018868,1,0,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1675,5.1675,0.2920,0.4.0-offseason,2026-04-24T18:27:23Z
GB,2024,1,0.018868,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,-0.3833,0.3167,0.1504,0.4.0-offseason,2026-04-24T18:27:23Z
HOU,2024,1,0.018868,1,0,0.0000,0.0000,0.0000,0.0000,2.7000,0.0000,-0.1013,2.5987,0.0088,0.4.0-offseason,2026-04-24T18:27:23Z
IND,2024,1,0.018868,1,0,0.0000,0.0000,2.3000,0.0000,0.0000,0.0000,-0.3833,1.9167,-0.1327,0.4.0-offseason,2026-04-24T18:27:23Z
JAX,2024,1,0.018868,1,0,1.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0397,1.8397,0.1504,0.4.0-offseason,2026-04-24T18:27:23Z
KC,2024,1,0.018868,1,0,1.6000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6653,0.9347,1.0000,0.4.0-offseason,2026-04-24T18:27:23Z
LAC,2024,1,0.018868,1,0,0.0000,0.0000,0.0000,0.0000,2.7000,0.0000,-0.2423,2.4577,-0.2743,0.4.0-offseason,2026-04-24T18:27:23Z
LAR,2024,1,0.018868,1,0,0.0000,0.0000,2.3000,0.0000,0.0000,0.0000,-0.3833,1.9167,0.0088,0.4.0-offseason,2026-04-24T18:27:23Z
LV,2024,1,0.018868,1,0,0.0000,0.0000,0.0000,0.0000,2.2000,0.0000,0.3216,2.5216,-0.5575,0.4.0-offseason,2026-04-24T18:27:23Z
MIA,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6036,0.6036,0.2920,0.4.0-offseason,2026-04-24T18:27:23Z
MIN,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2423,-0.2423,-0.1327,0.4.0-offseason,2026-04-24T18:27:23Z
NE,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5243,-0.5243,-0.5575,0.4.0-offseason,2026-04-24T18:27:23Z
NO,2024,1,0.018868,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,-0.1013,0.5987,-0.1327,0.4.0-offseason,2026-04-24T18:27:23Z
NYG,2024,1,0.018868,1,0,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1806,2.6806,-0.4159,0.4.0-offseason,2026-04-24T18:27:23Z
NYJ,2024,1,0.018868,1,0,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.4626,3.4626,0.1504,0.4.0-offseason,2026-04-24T18:27:23Z
PHI,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3833,-0.3833,0.5752,0.4.0-offseason,2026-04-24T18:27:23Z
PIT,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6653,-0.6653,0.0088,0.4.0-offseason,2026-04-24T18:27:23Z
SEA,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3216,0.3216,0.1504,0.4.0-offseason,2026-04-24T18:27:23Z
SF,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1013,-0.1013,0.8584,0.4.0-offseason,2026-04-24T18:27:23Z
TB,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3833,-0.3833,-0.4159,0.4.0-offseason,2026-04-24T18:27:23Z
TEN,2024,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5243,-0.5243,-0.4159,0.4.0-offseason,2026-04-24T18:27:23Z
WAS,2024,1,0.037736,2,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0397,2.0397,-0.5575,0.4.0-offseason,2026-04-24T18:27:23Z
ARI,2025,1,0.037736,2,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2.0000,-0.6235,0.4.0-offseason,2026-04-24T18:27:23Z
ATL,2025,1,0.075472,4,0,0.0000,0.0000,1.0000,2.1000,0.0000,0.0000,2.0000,5.1000,-0.1216,0.4.0-offseason,2026-04-24T18:27:23Z
BAL,2025,1,0.056604,3,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,2.0000,2.7000,0.0039,0.4.0-offseason,2026-04-24T18:27:23Z
BUF,2025,1,0.075472,4,0,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,1.0000,4.0000,0.5059,0.4.0-offseason,2026-04-24T18:27:23Z
CAR,2025,1,0.094340,5,0,2.5000,0.0000,0.0000,4.2000,0.0000,0.0000,2.0000,8.7000,-0.1216,0.4.0-offseason,2026-04-24T18:27:23Z
CHI,2025,1,0.150943,8,0,0.0000,0.0000,2.0000,2.1000,0.0000,0.0000,5.0000,9.1000,0.3804,0.4.0-offseason,2026-04-24T18:27:23Z
CIN,2025,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2471,0.4.0-offseason,2026-04-24T18:27:23Z
CLE,2025,1,0.132075,7,0,13.7000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,15.7000,-0.3725,0.4.0-offseason,2026-04-24T18:27:23Z
DAL,2025,1,0.113208,6,0,6.5000,0.0000,1.0000,4.2000,0.0000,0.0000,1.0000,12.7000,-0.0588,0.4.0-offseason,2026-04-24T18:27:23Z
DEN,2025,1,0.188679,10,0,5.9000,0.0000,2.0000,2.1000,0.0000,0.6000,3.0000,13.6000,0.7569,0.4.0-offseason,2026-04-24T18:27:23Z
DET,2025,1,0.094340,5,0,2.5000,0.0000,0.0000,0.0000,0.0000,0.7000,3.0000,6.2000,0.1294,0.4.0-offseason,2026-04-24T18:27:23Z
GB,2025,1,0.037736,2,0,0.0000,0.0000,0.0000,2.1000,0.0000,0.0000,1.0000,3.1000,0.1922,0.4.0-offseason,2026-04-24T18:27:23Z
HOU,2025,1,0.320755,17,0,18.3000,0.0000,2.0000,0.0000,0.0000,0.6000,6.0000,26.9000,0.5059,0.4.0-offseason,2026-04-24T18:27:23Z
IND,2025,1,0.018868,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0039,0.4.0-offseason,2026-04-24T18:27:23Z
JAX,2025,1,0.150943,8,0,10.7000,0.0000,1.0000,0.0000,0.0000,0.0000,2.0000,13.7000,0.6314,0.4.0-offseason,2026-04-24T18:27:23Z
KC,2025,1,0.075472,4,0,1.6000,0.0000,1.0000,2.1000,0.0000,0.0000,1.0000,5.7000,-0.2471,0.4.0-offseason,2026-04-24T18:27:23Z
LAC,2025,1,0.037736,2,0,1.8000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2.8000,0.3804,0.4.0-offseason,2026-04-24T18:27:23Z
LAR,2025,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0000,0.4.0-offseason,2026-04-24T18:27:23Z
LV,2025,1,0.150943,8,0,10.5000,0.0000,2.0000,0.0000,0.0000,0.0000,3.0000,15.5000,-0.6235,0.4.0-offseason,2026-04-24T18:27:23Z
MIA,2025,1,0.094340,5,0,3.4000,0.0000,1.0000,0.0000,0.0000,0.0000,2.0000,6.4000,-0.1216,0.4.0-offseason,2026-04-24T18:27:23Z
MIN,2025,1,0.150943,8,0,12.4000,0.0000,1.0000,4.2000,0.0000,0.0000,0.0000,17.6000,0.1294,0.4.0-offseason,2026-04-24T18:27:23Z
NE,2025,1,0.150943,8,0,1.6000,0.0000,1.0000,2.1000,0.0000,0.7000,4.0000,9.4000,0.7569,0.4.0-offseason,2026-04-24T18:27:23Z
NO,2025,1,0.075472,4,0,2.5000,0.0000,1.0000,0.0000,0.0000,0.0000,2.0000,5.5000,-0.2471,0.4.0-offseason,2026-04-24T18:27:23Z
NYG,2025,1,0.018868,1,0,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,-0.4980,0.4.0-offseason,2026-04-24T18:27:23Z
NYJ,2025,1,0.075472,4,0,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,1.0000,4.0000,-0.6235,0.4.0-offseason,2026-04-24T18:27:23Z
PHI,2025,1,0.283019,15,0,14.5000,0.0000,2.0000,4.2000,0.0000,0.0000,7.0000,27.7000,0.2549,0.4.0-offseason,2026-04-24T18:27:23Z
PIT,2025,1,0.094340,5,0,4.3000,0.0000,1.0000,2.1000,0.0000,0.0000,1.0000,8.4000,0.2549,0.4.0-offseason,2026-04-24T18:27:23Z
SEA,2025,1,0.113208,6,0,9.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.0000,12.0000,0.6314,0.4.0-offseason,2026-04-24T18:27:23Z
SF,2025,1,0.056604,3,0,4.1000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,5.1000,0.3804,0.4.0-offseason,2026-04-24T18:27:23Z
TB,2025,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0039,0.4.0-offseason,2026-04-24T18:27:23Z
TEN,2025,1,0.075472,4,0,2.5000,0.0000,0.0000,2.1000,0.0000,0.0000,2.0000,6.6000,-0.6235,0.4.0-offseason,2026-04-24T18:27:23Z
WAS,2025,1,0.037736,2,0,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3.5000,-0.3725,0.4.0-offseason,2026-04-24T18:27:23Z
