outcome_name,effect_type,effect_key,raw_mean,count,shrunk_effect,prior_strength,trained_at
offensive_epa_per_play,player,BrowBr06,-0.00016849,2,-0.00006739,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,BrowMa04,-0.00014288,2,-0.00005715,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,BrueCa00,0.00018665,2,0.00007466,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,BryaHa00,-0.00002628,2,-0.00001051,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,BryaPa00,0.00010654,2,0.00004262,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,BurkDe01,-0.00039980,2,-0.00015992,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,BurkTr00,0.00004450,4,0.00002543,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ByarKe01,0.00058248,2,0.00023299,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CabeBr00,0.00019135,2,0.00007654,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CalcGr00,0.00009084,2,0.00003634,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CampJi00,0.00014514,2,0.00005806,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CartJa04,-0.00018402,2,-0.00007361,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CashBl00,-0.00027684,2,-0.00011074,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ChanTy01,0.00007754,4,0.00004431,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ChubBr00,0.00007289,2,0.00002916,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CineLe00,0.00011037,2,0.00004415,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ClarCh00,-0.00137658,2,-0.00055063,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ClarKe01,-0.00027624,2,-0.00011049,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ClayCh01,0.00014614,4,0.00008351,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ClevEz00,0.00016517,2,0.00006607,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ConnHa00,-0.00039980,2,-0.00015992,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ConnSn00,-0.00009084,2,-0.00003634,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CookBr00,0.00017782,2,0.00007113,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CookJa01,-0.00009024,2,-0.00003610,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CoopAm00,-0.00032007,2,-0.00012803,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CorrMa00,0.00000810,2,0.00000324,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CrawJe00,0.00007398,4,0.00004227,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CrosCh00,0.00009893,2,0.00003957,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,CrosNi00,-0.00006758,2,-0.00002703,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,DaleDe00,0.00003135,2,0.00001254,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,DartJa00,-0.00045002,2,-0.00018001,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,DaviJe00,-0.00002208,2,-0.00000883,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,DaviJo03,0.00006246,4,0.00003569,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,DecuAu00,0.00027298,2,0.00010919,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,DobbJo00,-0.00002771,4,-0.00001584,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,DotsJa00,-0.00000255,4,-0.00000146,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,DougRa00,0.00087444,2,0.00034977,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,DulcGr00,0.00008561,2,0.00003424,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,EbneTr00,-0.00009378,2,-0.00003751,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,EdmoCh00,-0.00007289,2,-0.00002916,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,EdmuTe00,-0.00058248,2,-0.00023299,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,EdwaBr01,-0.00007778,2,-0.00003111,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ElamKa00,0.00002920,6,0.00001947,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,EmmaNi00,0.00026981,2,0.00010793,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,EnagKi00,0.00002029,4,0.00001159,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ErseAi00,0.00002797,4,0.00001598,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,EvanAk00,0.00020682,2,0.00008273,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FantNo00,0.00009893,2,0.00003957,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FarmJo00,-0.00003589,2,-0.00001436,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FarrNe00,0.00010091,6,0.00006727,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FeenDa00,-0.00042316,2,-0.00016926,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FeltTa00,0.00003632,6,0.00002421,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FentRa00,-0.00026015,2,-0.00010406,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FitzMi00,-0.00012373,2,-0.00004949,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FolkNi20,-0.00006702,2,-0.00002681,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FordCo00,-0.00018230,2,-0.00007292,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FordJe00,-0.00020682,2,-0.00008273,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FordJo00,-0.00002701,2,-0.00001080,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FortLu01,-0.00010877,2,-0.00004351,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FrazMi00,-0.00008613,2,-0.00003445,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,FrazZa01,0.00006980,2,0.00002792,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GadsOr01,0.00024670,2,0.00009868,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GardCh00,0.00006795,4,0.00003883,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GillTr01,-0.00000748,2,-0.00000299,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GillTy00,0.00001340,2,0.00000536,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GilmSt00,0.00009991,2,0.00003996,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GodcDa00,-0.00005149,2,-0.00002059,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GoedLu00,-0.00011548,2,-0.00004619,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GonzZa00,0.00059454,2,0.00023782,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GordOl00,0.00003850,4,0.00002200,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GrahMa00,-0.00021275,2,-0.00008510,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GranCh00,0.00017698,4,0.00010113,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GreeKe02,-0.00038967,2,-0.00015587,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GreeKe03,-0.00009925,4,-0.00005671,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,GregRa00,-0.00004948,2,-0.00001979,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HamiKy01,0.00005595,2,0.00002238,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HankJo00,0.00028174,2,0.00011270,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HardDa01,-0.00000192,2,-0.00000077,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HardMe00,0.00039153,2,0.00015661,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HarrCh06,-0.00008561,2,-0.00003424,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HarrMa10,-0.00014867,2,-0.00005947,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HarrNK00,0.00004156,2,0.00001662,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HarrSh00,0.00009893,2,0.00003957,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HarvRJ00,0.00007863,2,0.00003145,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HemiTo00,-0.00004011,2,-0.00001605,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HerrJu00,0.00002605,2,0.00001042,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HickEl00,-0.00000748,2,-0.00000299,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HiggJa00,0.00045002,2,0.00018001,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HillTy00,-0.00016205,2,-0.00006482,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HineNy00,0.00022945,2,0.00009178,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HintMy00,0.00001127,2,0.00000451,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HockTJ00,0.00011037,2,0.00004415,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HopkDu00,0.00050549,2,0.00020219,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HornJi00,-0.00010654,2,-0.00004262,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HortTo00,0.00002921,4,0.00001669,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HoweSa00,0.00002243,6,0.00001496,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HuffBr00,0.00011029,2,0.00004411,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HuntTr00,0.00021275,2,0.00008510,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,HyppRu00,0.00006980,2,0.00002792,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,IgbiNo00,0.00003986,2,0.00001594,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,IngrEd00,-0.00004534,2,-0.00001814,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JackDa04,0.00001396,4,0.00000798,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JackJ.00,0.00020113,2,0.00008045,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JackLa03,-0.00006980,2,-0.00002792,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JackWi02,0.00006492,2,0.00002597,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JameSh00,0.00039980,2,0.00015992,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JerrMi00,-0.00012787,2,-0.00005115,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JohnFr01,-0.00005353,2,-0.00002141,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JohnJe07,0.00012525,2,0.00005010,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JohnKy02,0.00002846,2,0.00001138,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JohnLo01,0.00032055,2,0.00012822,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JoneBr08,-0.00009378,2,-0.00003751,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JoneDe01,0.00003945,2,0.00001578,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JoneJo07,0.00053173,2,0.00021269,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JoneSa01,0.00004223,4,0.00002413,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JoseKe02,-0.00003986,2,-0.00001594,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,JudkQu00,-0.00021275,2,-0.00008510,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,KeenCa00,0.00014762,2,0.00005905,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,KinnDa00,0.00017604,4,0.00010059,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,KirkCh01,-0.00007981,2,-0.00003192,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,KleiAJ00,-0.00005436,2,-0.00002174,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,KoneBi00,0.00014867,2,0.00005947,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,KramDo00,0.00015370,2,0.00006148,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,LachLu00,0.00013294,2,0.00005318,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,LancTr00,0.00034529,2,0.00013811,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,LaneRa00,0.00021275,2,0.00008510,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,LindTy00,-0.00003942,2,-0.00001577,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,LloyDe00,0.00000192,2,0.00000077,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,LockDr00,0.00009893,2,0.00003957,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,LohnCa00,0.00001501,2,0.00000601,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,LoopTy00,0.00021190,2,0.00008476,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,LoweVe00,-0.00024894,2,-0.00009957,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,LucaCh01,-0.00002846,2,-0.00001138,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,LutzWi00,0.00015129,2,0.00006052,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MackKh00,0.00000748,2,0.00000299,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MarkWo00,0.00005595,2,0.00002238,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MarlDe00,0.00018708,2,0.00007483,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MartJa02,-0.00019123,2,-0.00007649,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MasoJo00,-0.00009123,2,-0.00003649,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MasoSh01,-0.00002902,4,-0.00001658,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MayfBa00,0.00002038,2,0.00000815,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,McCaCh01,0.00059758,2,0.00023903,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,McCoKy00,-0.00024670,2,-0.00009868,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,McCoZy02,-0.00000192,2,-0.00000077,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,McDuTr00,0.00020841,2,0.00008336,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,McWiMa01,0.00030091,2,0.00012036,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MertGr00,-0.00001501,2,-0.00000601,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MetcDK00,0.00000937,2,0.00000375,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MetcJo00,0.00002628,2,0.00001051,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MillRy02,-0.00000713,6,-0.00000475,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MiltJo00,-0.00005641,2,-0.00002257,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MiluWy00,0.00007981,2,0.00003192,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MinoKo00,0.00014138,2,0.00005655,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MoorD.00,0.00047680,2,0.00019072,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MoorEl00,0.00020120,2,0.00008048,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MoorMa04,-0.00007034,6,-0.00004689,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MoorSk01,0.00025543,2,0.00010217,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MossZa00,-0.00022945,2,-0.00009178,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MullNi00,0.00016849,2,0.00006739,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MullTr00,-0.00007301,2,-0.00002920,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MurrKe00,0.00017751,2,0.00007100,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,MuseNi00,0.00016849,2,0.00006739,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,NgakYa00,-0.00012016,2,-0.00004806,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,NnadDe00,0.00015577,2,0.00006231,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,OkudJe00,-0.00024931,2,-0.00009973,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,OkwuAl00,0.00022270,2,0.00008908,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,OladOl00,-0.00026981,2,-0.00010793,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,OlavCh00,-0.00015708,2,-0.00006283,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,OtomEs00,0.00016849,2,0.00006739,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ParhDy00,-0.00001340,2,-0.00000536,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ParkDe01,-0.00004636,2,-0.00001855,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ParsMi00,0.00027624,2,0.00011049,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PatrTi00,0.00014342,2,0.00005737,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PattRi01,0.00014612,2,0.00005845,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PaulCh01,-0.00001307,2,-0.00000523,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PaytSe20,0.00015129,2,0.00006052,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PennTr00,-0.00016218,2,-0.00006487,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PeopDo00,0.00025586,2,0.00010234,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PhilHa00,-0.00031997,2,-0.00012799,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PhilJo02,0.00004011,2,0.00001605,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PickGe00,-0.00010168,2,-0.00004067,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PickKe00,-0.00006117,4,-0.00003495,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PoweAn00,-0.00024670,2,-0.00009868,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,PratKa00,-0.00006980,2,-0.00002792,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,QuinRo00,0.00007107,2,0.00002843,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RamsJa00,0.00012373,2,0.00004949,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RansLa00,-0.00010654,2,-0.00004262,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RatlTa00,0.00001396,4,0.00000798,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ReagJa00,0.00008190,2,0.00003276,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ReedJa04,-0.00004534,2,-0.00001814,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ReedMa01,0.00019898,2,0.00007959,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RichAs00,0.00000493,2,0.00000197,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RidlCa00,0.00007352,2,0.00002941,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RobiBr01,0.00041829,2,0.00016732,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RobiDo00,-0.00018402,2,-0.00007361,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RobiJa00,0.00014291,2,0.00005717,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RobiQu00,-0.00001127,2,-0.00000451,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RobiTy02,0.00005890,4,0.00003366,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RodgAa00,0.00011699,2,0.00004679,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RodrMa00,0.00003119,4,0.00001782,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RogeCa01,-0.00004011,2,-0.00001605,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,RyanMa00,-0.00004237,2,-0.00001695,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SampDy00,-0.00021275,2,-0.00008510,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SamuDe00,-0.00041829,2,-0.00016732,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SandMy00,-0.00014288,2,-0.00005715,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SandSh00,-0.00007773,4,-0.00004442,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SandTJ00,-0.00006980,2,-0.00002792,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SaunKh00,0.00010877,2,0.00004351,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SavaJo00,0.00004011,2,0.00001605,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ScouNi00,-0.00010654,2,-0.00004262,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ShakKh00,0.00009378,2,0.00003751,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,ShenLa00,-0.00001369,2,-0.00000548,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SimmIs00,0.00026335,2,0.00010534,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SmitBr08,-0.00009943,2,-0.00003977,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SmitBr09,-0.00002762,4,-0.00001578,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SmitGe00,-0.00015447,2,-0.00006179,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SmitIh00,-0.00084595,2,-0.00033838,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SmitJa11,-0.00004534,2,-0.00001814,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SmitJo01,0.00021732,4,0.00012418,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SmitRo07,0.00005436,2,0.00002174,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SmitTy03,-0.00013601,2,-0.00005440,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,StidJa00,0.00002605,2,0.00001042,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,StraCo01,-0.00002318,4,-0.00001325,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,StreKe00,-0.00020455,2,-0.00008182,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,StroPi00,0.00030436,2,0.00012174,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,StuaGr00,-0.00011397,2,-0.00004559,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SweaMo00,0.00033628,2,0.00013451,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SwifDA00,-0.00004477,2,-0.00001791,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,SwinBr01,0.00011405,2,0.00004562,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,TaylCa01,0.00010286,4,0.00005878,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,TeSlIs00,-0.00014342,2,-0.00005737,3.0000,2026-05-05T15:38:43Z
offensive_epa_per_play,player,TenuLu00,-0.00009024,2,-0.00003610,3.0000,2026-05-05T15:38:43Z
