"move_id","event_date","effective_date","move_type","player_id","from_team_id","to_team_id","transaction_detail","source","nfl_season","season_phase","phase_week","nfl_week","ingested_at"
"ofs_2023_01_00022","2023-09-07","2023-09-07","free_agency","M/MoorMi00","","DET","inferred_from_players_metadata","https://www.pro-football-reference.com/players/M/MoorMi00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00023","2023-09-07","2023-09-07","free_agency","K/KingEv00","","GB","inferred_from_players_metadata","https://www.pro-football-reference.com/players/K/KingEv00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00024","2023-09-07","2023-09-07","free_agency","L/LewiCa00","","GB","inferred_from_players_metadata","https://www.pro-football-reference.com/players/L/LewiCa00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00025","2023-09-07","2023-09-07","free_agency","C/CartJa00","","HOU","inferred_from_players_metadata","https://www.pro-football-reference.com/players/C/CartJa00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00026","2023-09-07","2023-09-07","free_agency","S/ScotIs00","","HOU","inferred_from_players_metadata","https://www.pro-football-reference.com/players/S/ScotIs00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00027","2023-09-07","2023-09-07","free_agency","B/BrooMi00","","IND","inferred_from_players_metadata","https://www.pro-football-reference.com/players/B/BrooMi00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00028","2023-09-07","2023-09-07","free_agency","W/WhitEv00","","IND","inferred_from_players_metadata","https://www.pro-football-reference.com/players/W/WhitEv00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00029","2023-09-07","2023-09-07","free_agency","T/TurnCa00","","JAX","inferred_from_players_metadata","https://www.pro-football-reference.com/players/T/TurnCa00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00030","2023-09-07","2023-09-07","free_agency","C/CartMi02","","JAX","inferred_from_players_metadata","https://www.pro-football-reference.com/players/C/CartMi02.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00031","2023-09-07","2023-09-07","free_agency","M/MoorIs01","","KC","inferred_from_players_metadata","https://www.pro-football-reference.com/players/M/MoorIs01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00032","2023-09-07","2023-09-07","free_agency","B/BrooEv00","","KC","inferred_from_players_metadata","https://www.pro-football-reference.com/players/B/BrooEv00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00033","2023-09-07","2023-09-07","free_agency","K/KingJa00","","LV","inferred_from_players_metadata","https://www.pro-football-reference.com/players/K/KingJa00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00034","2023-09-07","2023-09-07","free_agency","S/ScotCa00","","LV","inferred_from_players_metadata","https://www.pro-football-reference.com/players/S/ScotCa00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00035","2023-09-07","2023-09-07","free_agency","J/JohnMi01","","LAC","inferred_from_players_metadata","https://www.pro-football-reference.com/players/J/JohnMi01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00036","2023-09-07","2023-09-07","free_agency","C/CartIs00","","LAC","inferred_from_players_metadata","https://www.pro-football-reference.com/players/C/CartIs00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00037","2023-09-07","2023-09-07","free_agency","M/MoorEv00","","LAR","inferred_from_players_metadata","https://www.pro-football-reference.com/players/M/MoorEv00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00038","2023-09-07","2023-09-07","free_agency","R/ReedMi00","","LAR","inferred_from_players_metadata","https://www.pro-football-reference.com/players/R/ReedMi00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00039","2023-09-07","2023-09-07","free_agency","L/LewiCa01","","MIA","inferred_from_players_metadata","https://www.pro-football-reference.com/players/L/LewiCa01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00040","2023-09-07","2023-09-07","free_agency","K/KingEv01","","MIA","inferred_from_players_metadata","https://www.pro-football-reference.com/players/K/KingEv01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00041","2023-09-07","2023-09-07","free_agency","W/WhitIs00","","MIN","inferred_from_players_metadata","https://www.pro-football-reference.com/players/W/WhitIs00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00042","2023-09-07","2023-09-07","free_agency","M/MoorJa00","","MIN","inferred_from_players_metadata","https://www.pro-football-reference.com/players/M/MoorJa00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00043","2023-09-07","2023-09-07","free_agency","T/TurnMi01","","NE","inferred_from_players_metadata","https://www.pro-football-reference.com/players/T/TurnMi01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00044","2023-09-07","2023-09-07","free_agency","B/BrooIs01","","NE","inferred_from_players_metadata","https://www.pro-football-reference.com/players/B/BrooIs01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00045","2023-09-07","2023-09-07","free_agency","C/CartEv01","","NO","inferred_from_players_metadata","https://www.pro-football-reference.com/players/C/CartEv01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00046","2023-09-07","2023-09-07","free_agency","J/JohnCa01","","NO","inferred_from_players_metadata","https://www.pro-football-reference.com/players/J/JohnCa01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00047","2023-09-07","2023-09-07","free_agency","M/MoorIs02","","NYG","inferred_from_players_metadata","https://www.pro-football-reference.com/players/M/MoorIs02.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00048","2023-09-07","2023-09-07","free_agency","S/ScotMi00","","NYG","inferred_from_players_metadata","https://www.pro-football-reference.com/players/S/ScotMi00.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00049","2023-09-07","2023-09-07","free_agency","L/LewiEv01","","NYJ","inferred_from_players_metadata","https://www.pro-football-reference.com/players/L/LewiEv01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00050","2023-09-07","2023-09-07","free_agency","W/WhitCa01","","NYJ","inferred_from_players_metadata","https://www.pro-football-reference.com/players/W/WhitCa01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00051","2023-09-07","2023-09-07","free_agency","C/CartJa01","","PHI","inferred_from_players_metadata","https://www.pro-football-reference.com/players/C/CartJa01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00052","2023-09-07","2023-09-07","free_agency","K/KingIs01","","PHI","inferred_from_players_metadata","https://www.pro-football-reference.com/players/K/KingIs01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00053","2023-09-07","2023-09-07","free_agency","J/JohnMi02","","PIT","inferred_from_players_metadata","https://www.pro-football-reference.com/players/J/JohnMi02.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00054","2023-09-07","2023-09-07","free_agency","M/MoorEv01","","PIT","inferred_from_players_metadata","https://www.pro-football-reference.com/players/M/MoorEv01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00055","2023-09-07","2023-09-07","free_agency","L/LewiCa02","","SEA","inferred_from_players_metadata","https://www.pro-football-reference.com/players/L/LewiCa02.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00056","2023-09-07","2023-09-07","free_agency","R/ReedIs02","","SEA","inferred_from_players_metadata","https://www.pro-football-reference.com/players/R/ReedIs02.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00057","2023-09-07","2023-09-07","free_agency","S/ScotEv01","","SF","inferred_from_players_metadata","https://www.pro-football-reference.com/players/S/ScotEv01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00058","2023-09-07","2023-09-07","free_agency","C/CartMi03","","SF","inferred_from_players_metadata","https://www.pro-football-reference.com/players/C/CartMi03.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00059","2023-09-07","2023-09-07","free_agency","M/MoorIs03","","TB","inferred_from_players_metadata","https://www.pro-football-reference.com/players/M/MoorIs03.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00060","2023-09-07","2023-09-07","free_agency","B/BrooJa01","","TB","inferred_from_players_metadata","https://www.pro-football-reference.com/players/B/BrooJa01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00061","2023-09-07","2023-09-07","free_agency","T/TurnMi02","","TEN","inferred_from_players_metadata","https://www.pro-football-reference.com/players/T/TurnMi02.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00062","2023-09-07","2023-09-07","free_agency","C/CartEv02","","TEN","inferred_from_players_metadata","https://www.pro-football-reference.com/players/C/CartEv02.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00063","2023-09-07","2023-09-07","free_agency","J/JohnCa02","","WAS","inferred_from_players_metadata","https://www.pro-football-reference.com/players/J/JohnCa02.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00064","2023-09-07","2023-09-07","free_agency","W/WhitIs01","","WAS","inferred_from_players_metadata","https://www.pro-football-reference.com/players/W/WhitIs01.htm","2023","regular","1","1","2026-05-05T14:45:34Z"
"ofs_2023_01_00065","2023-09-07","2023-09-07","free_agency","CarrDe02","","NO","inferred_from_players_metadata","https://www.nfl.com/players/derek-carr/","2023","regular","1","1","2026-05-05T14:45:34Z"
