player,position,team,from_team,contract_aav,contract_total,contract_years,age,height,weight,experience,college,draft_year,draft_round,draft_pick,pfr_slug,source_url,import_method,imported_at
Sam Barrington,ILB,BUF,NO,690000,690000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Shareece Wright,CB,BUF,BAL,1100000,1100000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Steven Hauschka,K,BUF,SEA,2950000,8850000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
T.J. Yates,QB,BUF,MIA,815000,815000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Tommy Sweeney,,BUF,CAR,,,,,,,,,,,,SweeTo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Tre'Davious White,DB,BUF,KC,2522838,10091351,4,,,,0,,,,,WhitTr01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Vladimir Ducasse,G,BUF,BAL,1166667,3500000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Wes Martin,,BUF,KC,,,,,,,,,,,,MartWe00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Wyatt Teller,,BUF,JAX,,,,,,,,,,,,TellWy00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Zay Jones,WR,BUF,,1694950,6779798,4,,,,0,,,,,JoneZa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Andre Smith,,CAR,BUF,3250000,3250000,1,,,,,,,,,SmitAn04,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Captain Munnerlyn,CB,CAR,MIN,4250000,17000000,4,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Charles Johnson,WR,CAR,MIN,1675000,1675000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Daeshon Hall,DL,CAR,ARI,854188,3416752,4,,,,0,,,,,HallDa01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Jairus Byrd,FS,CAR,NO,900000,900000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Julius Peppers,DL,CAR,GB,3500000,3500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Kevon Seymour,DB,CAR,BUF,610089,2440356,4,,,,1,,,,,SeymKe00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Matt Kalil,LT,CAR,MIN,11100000,55500000,5,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Mike Adams,FS,CAR,IND,2100000,4200000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Rashaan Gaulden,,CAR,BUF,,,,,,,,,,,,GaulRa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Russell Shepard,WR,CAR,TB,3333333,10000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Taylor Moton,,CAR,NE,1039538,4158150,4,,,,,,,,,MotoTa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Adam Shaheen,TE,CHI,ARI,1477629,5910516,4,,,,0,,,,,ShahAd00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
B.W. Webb,CB,CHI,NO,1500000,1500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Benny Cunningham,RB,CHI,LAR,855000,855000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Bradley Sowell,TE,CHI,SEA,775000,775000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Dan Skuta,OLB,CHI,JAX,900000,900000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Dion Sims,TE,CHI,MIA,6000000,18000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Dontrelle Inman,WR,CHI,LAC,2746000,2746000,1,,,,6,,,,,InmaDo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Eddie Jackson,DB,CHI,,766452,3065808,4,,,,0,,,,,JackEd01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Jaye Howard,DE,CHI,KC,775000,775000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Jeremy Clark,DB,CHI,ARI,637106,2548424,4,,,,0,,,,,ClarJe04,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Joel Iyiegbuniwe,,CHI,ARI,,,,,,,,,,,,IyieJo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
John Jenkins,DL,CHI,SEA,900000,900000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Kelvin Sheppard,ILB,CHI,NYG,900000,900000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Kendall Wright,WR,CHI,TEN,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Marcus Cooper,CB,CHI,ARI,5333333,16000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Mark Sanchez,QB,CHI,DAL,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Markus Wheaton,WR,CHI,PIT,5500000,11000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Mike Glennon,QB,CHI,TB,15000000,45000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Mitchell Trubisky,QB,CHI,SF,7258109,29032436,4,,,,0,,,,,TrubMi00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Prince Amukamara,CB,CHI,JAX,7000000,7000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Quintin Demps,SS,CHI,HOU,4500000,13500000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Tarik Cohen,RB,CHI,ARI,758289,3033156,4,,,,0,,,,,CoheTa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Taylor Boggs,G,CHI,ARI,775000,775000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Tom Compton,G/T,CHI,ATL,1850000,1850000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Victor Cruz,WR,CHI,NYG,2468750,2468750,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Andre Smith,RT,CIN,MIN,3250000,3250000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Brandon Wilson,DB,CIN,TEN,635526,2542104,4,,,,0,,,,,WilsBr01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Joe Mixon,RB,CIN,MIN,1362541,5450162,4,,,,0,,,,,MixoJo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Josh Malone,WR,CIN,MIN,748382,2993528,4,,,,0,,,,,MaloJo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Kevin Minter,ILB,CIN,ARI,4250000,4250000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Logan Woodside,,CIN,NE,,,,,,,,,,,,WoodLo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Tim Harris,,CIN,DAL,,,,,,,,,,,,HarrTi01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Brock Osweiler,QB,CLE,HOU,18000000,72000000,4,,,,5,,,,,OsweBr00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Calvin Pryor,,CLE,NYJ,2140814,8563254,4,,,,,,,,,PryoCa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Daurice Fountain,,CLE,KC,,,,,,,,,,,,FounDa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
David Njoku,TE,CLE,GB,2381336,9525345,4,,,,0,,,,,NjokDa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Denzel Ward,,CLE,HOU,,,,,,,,,,,,WardDe02,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Elijah McGuire,RB,CLE,HOU,642129,2568516,4,,,,0,,,,,McGuEl00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
Howard Wilson,DB,CLE,DEN,750707,3003144,4,,,,0,,,,,WilsHo00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
J.C. Tretter,C,CLE,GB,5583333,16750000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2017,spotrac_fa_scraper,2026-05-18T15:18:13Z
Jabrill Peppers,DB,CLE,HOU,2585559,10342236,4,,,,0,,,,,PeppJa00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:10Z
