player,position,team,from_team,contract_aav,contract_total,contract_years,age,height,weight,experience,college,draft_year,draft_round,draft_pick,pfr_slug,source_url,import_method,imported_at
Stone Forsythe,,CHI,MIA,,,,,,,,,,,,ForsSt00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Tashaun Gipson,FS/S,CHI,HOU,1050000,1050000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Trevis Gipson,LB,CHI,MIN,905168,3620672,4,,,,0,,,,,GipsTr00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Trevor Davis,WR,CHI,MIA,750000,750000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
B.J. Finney,,CIN,SEA,4000000,8000000,2,,,,,,,,,FinnB.01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Brandon Allen,QB,CIN,DEN,825000,825000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Christian Covington,DL,CIN,DEN,1500000,1500000,1,,,,5,,,,,CoviCh00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
D.J. Reader,DL,CIN,HOU,13250000,53000000,4,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Frederick Mauigoa,C,CIN,CAR,610000,610000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Josh Bynes,ILB,CIN,BAL,1650000,1650000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
LeShaun Sims,CB,CIN,TEN,1700000,1700000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Mackensie Alexander,CB,CIN,MIN,4000000,4000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Margus Hunt,DE,CIN,NO,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Mike Daniels,DT,CIN,DET,1450000,1450000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Mike Thomas,WR,CIN,LAR,850000,850000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Trae Waynes,CB,CIN,MIN,14000000,42000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Vonn Bell,SS,CIN,NO,6000000,18000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Wyatt Hubert,,CIN,SEA,,,,,,,,,,,,HubeWy00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Xavier Su'a-Filo,G,CIN,DAL,3000000,9000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Xavier Williams,DT,CIN,NE,910000,910000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Adrian Clayborn,ED,CLE,ATL,2875000,5750000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Andrew Billings,DL,CLE,CIN,3500000,3500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Andrew Sendejo,SS,CLE,MIN,2250000,2250000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Andy Janovich,RB,CLE,DEN,1900000,5700000,3,,,,4,,,,,JanoAn00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Anthony Fabiano,C,CLE,TB,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Anthony Schwartz,,CLE,NO,,,,,,,,,,,,SchwAn00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Austin Hooper,TE,CLE,ATL,10500000,42000000,4,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
B.J. Goodson,ILB,CLE,GB,2400000,2400000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Case Keenum,QB,CLE,WAS,6000000,18000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Donovan Olumba,CB,CLE,DAL,610000,610000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Evan Brown,G/C,CLE,MIA,750000,750000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Grant Delpit,DB,CLE,IND,1866266,7465062,4,,,,0,,,,,DelpGr00,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Jack Conklin,RT,CLE,TEN,14000000,42000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Jojo Natson,WR,CLE,LAR,1000000,1000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Jordan Elliott,DL,CLE,NO,1123438,4493751,4,,,,0,,,,,ElliJo02,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Jovahn Fair,G,CLE,KC,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Karl Joseph,SS,CLE,LV,2500000,2500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Kevin Johnson,CB,CLE,BUF,3500000,3500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Malcolm Smith,OLB,CLE,DAL,1050000,1050000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Nick Harris,,CLE,IND,902412,3609648,4,,,,,,,,,HarrNi01,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Ronnie Harrison,DB,CLE,JAX,847008,3388032,4,,,,2,,,,,HarrRo02,https://github.com/nflverse/nflverse-data/releases/download/trades/trades.csv,nflverse_trades_fallback,2026-05-18T15:18:22Z
Andy Dalton,QB,DAL,CIN,3000000,3000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Blake Bell,TE,DAL,KC,1700000,1700000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Cameron Erving,T/C,DAL,KC,2500000,2500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
Dontari Poe,DT,DAL,CAR,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2020,spotrac_fa_scraper,2026-05-18T15:18:25Z
