team_id,nfl_season,nfl_week,roster_churn_rate,inbound_move_count,outbound_move_count,offense_skill_value_delta,offense_line_value_delta,defense_front_value_delta,defense_second_level_value_delta,defense_secondary_value_delta,special_teams_value_delta,other_value_delta,avg_contract_value_per_move,same_division_inbound_count,cross_division_inbound_count,cross_conference_inbound_count,position_value_delta,schedule_strength_index,feature_version,generated_at
LV,2018,1,0.000000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2935,0.00,0,0,0,-0.2935,-1.0000,0.4.0-offseason,2026-05-18T15:20:34Z
MIA,2018,1,0.471698,14,11,9.9000,0.0000,-1.6000,-1.1000,0.0000,-0.7000,-0.4365,2065114.29,3,6,3,6.0635,-0.1467,0.4.0-offseason,2026-05-18T15:20:34Z
MIN,2018,1,0.584906,17,14,-2.9000,0.0000,4.3000,0.0000,-1.7000,0.7000,0.3547,3001027.65,2,9,6,0.7547,0.2089,0.4.0-offseason,2026-05-18T15:20:34Z
NE,2018,1,1.113208,37,22,19.4000,1.9000,1.3000,1.1000,-4.4000,0.0000,6.2504,1076886.00,2,15,16,25.5504,0.5644,0.4.0-offseason,2026-05-18T15:20:34Z
NO,2018,1,0.660377,19,16,12.4000,2.0000,1.0000,-2.0000,-1.0000,0.0000,-0.9901,2250187.11,1,7,11,11.4099,0.7067,0.4.0-offseason,2026-05-18T15:20:34Z
NYG,2018,1,0.773585,23,18,5.8000,0.3000,-1.0000,2.1000,5.4000,0.6000,-0.1614,2123865.09,0,14,7,13.0386,-0.2889,0.4.0-offseason,2026-05-18T15:20:34Z
NYJ,2018,1,0.811321,26,17,12.7000,0.0000,2.0000,3.1000,3.7000,0.0000,-1.6926,2686353.54,1,8,17,19.8074,-0.4311,0.4.0-offseason,2026-05-18T15:20:34Z
PHI,2018,1,0.773585,17,24,-6.3000,0.0000,0.0000,-1.0000,-5.4000,-1.3000,0.6707,2019840.94,0,9,8,-13.3293,0.1378,0.4.0-offseason,2026-05-18T15:20:34Z
PIT,2018,1,0.264151,6,8,2.5000,0.0000,0.0000,1.1000,-3.7000,0.0000,-1.5745,915975.33,0,1,2,-1.6745,0.3511,0.4.0-offseason,2026-05-18T15:20:34Z
SEA,2018,1,0.754717,20,20,7.6000,0.0000,0.0000,2.0000,-2.7000,0.0000,-2.2960,1401028.45,2,11,6,4.6040,0.2800,0.4.0-offseason,2026-05-18T15:20:34Z
SF,2018,1,0.528302,14,14,0.7000,1.9000,2.3000,-5.2000,-1.0000,0.0000,3.1211,2960752.21,1,7,6,1.8211,-0.5733,0.4.0-offseason,2026-05-18T15:20:34Z
TB,2018,1,0.528302,14,14,-8.0000,0.0000,-7.5000,1.0000,-1.0000,0.7000,4.9579,3986060.29,0,7,7,-9.8421,-0.2889,0.4.0-offseason,2026-05-18T15:20:34Z
TEN,2018,1,0.509434,14,13,-6.7000,0.0000,2.3000,6.4000,1.7000,0.0000,0.8756,2597621.86,0,8,5,4.5756,0.2800,0.4.0-offseason,2026-05-18T15:20:34Z
WAS,2018,1,0.584906,13,18,-3.6000,-1.9000,-3.9000,-1.1000,-2.7000,-0.6000,0.3614,3338066.00,1,6,4,-13.4386,-0.0044,0.4.0-offseason,2026-05-18T15:20:34Z
