team_id,nfl_season,nfl_week,roster_churn_rate,inbound_move_count,outbound_move_count,offense_skill_value_delta,offense_line_value_delta,defense_front_value_delta,defense_second_level_value_delta,defense_secondary_value_delta,special_teams_value_delta,other_value_delta,avg_contract_value_per_move,same_division_inbound_count,cross_division_inbound_count,cross_conference_inbound_count,position_value_delta,schedule_strength_index,feature_version,generated_at
HOU,2020,1,0.528302,14,14,-2.9000,2.0000,0.3000,-1.0000,-1.7000,0.0000,2.5407,3775548.00,0,5,7,-0.7593,-0.4667,0.4.0-offseason,2026-05-18T15:20:35Z
IND,2020,1,0.660377,17,18,-4.0000,0.0000,-1.6000,2.1000,3.7000,0.0000,-3.0124,3701016.29,0,7,10,-2.8124,0.4667,0.4.0-offseason,2026-05-18T15:20:35Z
JAX,2020,1,0.792453,22,20,-6.1000,-1.9000,4.9000,3.2000,2.7000,0.7000,0.3563,1794891.50,3,9,10,3.8563,-0.8667,0.4.0-offseason,2026-05-18T15:20:35Z
KC,2020,1,0.452830,10,14,-1.6000,1.9000,-1.3000,-2.1000,1.0000,-0.6000,-1.0785,755145.50,1,6,3,-3.7785,0.8667,0.4.0-offseason,2026-05-18T15:20:35Z
LAC,2020,1,0.471698,8,17,-14.1000,2.0000,0.0000,0.1000,2.7000,0.0000,-3.3452,5603592.00,1,4,3,-12.6452,-0.0667,0.4.0-offseason,2026-05-18T15:20:35Z
LAR,2020,1,0.264151,2,12,-12.4000,0.0000,0.0000,-3.1000,-4.9000,-0.7000,0.1437,9250000.00,0,2,0,-20.9563,-1.0000,0.4.0-offseason,2026-05-18T15:20:35Z
LV,2020,1,0.886792,25,22,1.6000,0.0000,-0.3000,4.2000,-1.0000,-0.7000,0.6375,2577828.84,2,10,13,4.4375,0.0667,0.4.0-offseason,2026-05-18T15:20:35Z
MIA,2020,1,0.867925,26,20,-1.7000,-1.9000,-1.0000,4.2000,6.1000,0.0000,3.0657,3386414.65,4,10,12,8.7657,0.2000,0.4.0-offseason,2026-05-18T15:20:35Z
MIN,2020,1,0.773585,23,18,2.2000,0.0000,5.6000,3.0000,-10.3000,0.0000,2.1760,1899621.04,1,9,13,2.6760,-0.0667,0.4.0-offseason,2026-05-18T15:20:35Z
NE,2020,1,0.962264,25,26,3.4000,0.0000,3.6000,-13.6000,-1.0000,0.0000,3.4338,1106605.84,4,13,8,-4.1662,-0.0667,0.4.0-offseason,2026-05-18T15:20:35Z
NO,2020,1,0.622642,15,18,8.6000,2.0000,-3.0000,2.0000,-2.7000,0.0000,-5.5186,2020107.87,1,7,7,1.3814,0.6000,0.4.0-offseason,2026-05-18T15:20:35Z
NYG,2020,1,0.547170,22,7,10.8000,0.0000,5.9000,0.0000,9.1000,1.1000,1.1157,2549241.68,3,10,9,28.0157,-0.2000,0.4.0-offseason,2026-05-18T15:20:35Z
NYJ,2020,1,0.735849,19,20,8.1000,1.9000,-2.0000,0.0000,-2.7000,-0.6000,-1.3867,2612381.95,4,6,9,3.3133,-0.8667,0.4.0-offseason,2026-05-18T15:20:35Z
PHI,2020,1,0.660377,17,18,-5.6000,0.0000,-0.3000,0.0000,-1.5000,0.0000,0.6133,2765101.82,3,9,5,-6.7867,-0.4000,0.4.0-offseason,2026-05-18T15:20:35Z
PIT,2020,1,0.452830,13,11,3.4000,-1.9000,0.0000,-2.0000,1.0000,0.6000,0.4297,1664223.92,2,7,4,1.5297,0.6000,0.4.0-offseason,2026-05-18T15:20:35Z
SEA,2020,1,0.792453,17,25,-0.9000,-4.0000,2.3000,-2.1000,-7.6000,0.0000,-4.6685,3375475.06,1,6,10,-16.9685,0.4667,0.4.0-offseason,2026-05-18T15:20:35Z
SF,2020,1,0.830189,24,20,1.1000,3.8000,-2.6000,-1.1000,0.0000,0.0000,3.0872,1475959.08,3,11,10,4.2872,-0.4667,0.4.0-offseason,2026-05-18T15:20:35Z
TB,2020,1,0.471698,12,13,0.9000,-2.0000,-4.0000,2.1000,0.0000,0.7000,0.4368,3270301.25,1,3,8,-1.8632,0.4667,0.4.0-offseason,2026-05-18T15:20:35Z
TEN,2020,1,0.679245,19,17,0.9000,-2.0000,2.9000,1.0000,-7.1000,0.6000,2.0735,1859445.00,4,8,7,-1.6265,0.4667,0.4.0-offseason,2026-05-18T15:20:35Z
WAS,2020,1,0.811321,26,17,-6.3000,0.0000,-1.0000,5.2000,0.0000,0.0000,8.7245,1864023.46,3,14,9,6.6245,-0.0667,0.4.0-offseason,2026-05-18T15:20:35Z
